ID,age,workclass,education,education.num,marital.status,occupation,relationship,race,Gender,capital.gain,capital.loss,hours.per.week,native.country,income,income_value
12030,44,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,8214
12031,55,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,f,0,0,40,United-States,>50K,
12032,30,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,f,0,0,35,United-States,<=50K,10065
12033,44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
12034,36,Private,10th,6,Divorced,Craft-repair,Other-relative,Black,Male,0,0,40,United-States,<=50K,8366
12035,63,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,
12036,60,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,14568
12037,34,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,f,0,0,60,United-States,>50K,
12038,49,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,<=50K,15664
12039,47,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K,
12040,42,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,>50K,
12041,53,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Italy,<=50K,630
12042,28,?,Assoc-voc,11,Separated,?,Unmarried,White,f,0,0,40,Mexico,<=50K,17652
12043,20,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,35,United-States,<=50K,10054
12044,43,Private,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,44,United-States,>50K,
12045,31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,13826
12046,29,?,HS-grad,9,Married-civ-spouse,?,Wife,White,f,0,0,40,United-States,<=50K,14850
12047,24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States,<=50K,14585
12048,39,Private,Assoc-voc,11,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,5598
12049,29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Jamaica,>50K,
12050,20,Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,25,Mexico,<=50K,17824
12051,23,?,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K,4236
12052,42,Private,11th,7,Separated,Other-service,Unmarried,White,f,0,0,38,United-States,<=50K,14420
12053,53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,17064
12054,20,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,<=50K,5890
12055,51,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,3517
12056,25,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States,<=50K,7453
12057,38,Private,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,f,0,0,36,United-States,<=50K,15869
12058,41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
12059,58,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,
12060,25,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Dominican-Republic,<=50K,5388
12061,50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,7487
12062,32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,
12063,31,Self-emp-inc,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K,4688
12064,22,Private,Some-college,10,Never-married,Other-service,Own-child,White,f,0,0,20,United-States,<=50K,15906
12065,37,Private,HS-grad,9,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,El-Salvador,<=50K,3761
12066,32,Private,Some-college,10,Never-married,Sales,Other-relative,White,f,0,0,40,United-States,<=50K,2740
12067,62,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,
12068,40,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,?,<=50K,7028
12069,37,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,f,0,0,40,Japan,>50K,
12070,41,Private,1st-4th,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,40,Mexico,<=50K,18700
12071,56,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K,18959
12072,20,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K,16247
12073,34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,
12074,45,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,
12075,30,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,
12076,51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,
12077,27,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States,<=50K,12941
12078,38,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,
12079,39,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K,14085
12080,57,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K,11032
12081,47,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,
12082,77,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,<=50K,1299
12083,43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
12084,46,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,<=50K,10976
12085,41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
12086,20,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,f,0,0,30,United-States,<=50K,2371
12087,30,State-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,12391
12088,30,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,25,United-States,<=50K,17036
12089,22,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K,5074
12090,25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,>50K,
12091,18,Private,HS-grad,9,Never-married,Sales,Own-child,White,f,0,0,22,United-States,<=50K,7898
12092,28,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,f,0,0,48,United-States,<=50K,8180
12093,21,Private,Some-college,10,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,United-States,<=50K,18865
12094,37,Private,Assoc-voc,11,Divorced,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K,18938
12095,28,Federal-gov,Bachelors,13,Never-married,"Prof-,specialty",Own-child,Black,Female,0,0,40,United-States,<=50K,13826
12096,23,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Mexico,<=50K,688
12097,32,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,35,England,<=50K,15791
12098,27,Private,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,<=50K,2918
12099,55,Private,HS-grad,9,Divorced,"Prof-,specialty",Unmarried,Black,Female,0,0,40,United-States,<=50K,14423
12100,44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
12101,25,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K,17162
12102,29,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,32,United-States,<=50K,7113
12103,50,Private,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K,9630
12104,18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,18784
12105,74,Private,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,0,8,United-States,<=50K,13344
12106,22,Private,9th,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,8281
12107,27,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,14965
12108,27,State-gov,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,80,United-States,<=50K,3318
12109,23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,8996
12110,46,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,
12111,32,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K,3480
12112,41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,<=50K,3864
12113,29,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,
12114,48,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,45,China,<=50K,9255
12115,51,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,Haiti,<=50K,15543
12116,34,State-gov,12th,8,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,10326
12117,58,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,
12118,52,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,3776
12119,53,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,1957
12120,54,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K,19554
12121,36,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,18277
12122,25,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,60,United-States,<=50K,11773
12123,20,Private,Some-college,10,Never-married,"Prof-,specialty",Own-child,White,Female,0,0,48,United-States,<=50K,14438
12124,23,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,17554
12125,39,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,
12126,20,Self-emp-not-inc,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,5476
12127,28,Private,Assoc-voc,11,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K,19807
12128,73,State-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,1181
12129,67,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,24,United-States,<=50K,19343
12130,56,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K,
12131,32,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,3658
12132,33,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K,7402
12133,37,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,10513
12134,33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,9914
12135,31,Private,10th,6,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,7585
12136,59,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,
12137,21,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K,2414
12138,58,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,
12139,24,Local-gov,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,18651
12140,26,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,3437
12141,26,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,5966
12142,33,Local-gov,Masters,14,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,0,40,Germany,<=50K,6627
12143,25,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,8337
12144,21,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,9374
12145,24,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,17748
12146,39,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,
12147,68,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,8540
12148,66,Self-emp-not-inc,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K,11782
12149,38,Private,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,11392
12150,41,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,
12151,71,?,7th-8th,4,Widowed,?,Other-relative,White,Female,0,0,16,Poland,<=50K,8525
12152,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,7580
12153,27,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,14497
12154,49,Private,Bachelors,13,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,0,40,United-States,<=50K,16396
12155,19,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,<=50K,9320
12156,25,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,17023
12157,47,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K,
12158,40,Private,Some-college,10,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K,7697
12159,25,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,18809
12160,25,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,0,50,United-States,<=50K,12453
12161,23,Private,10th,6,Never-married,Handlers-cleaners,Other-relative,Other,Male,0,0,40,United-States,<=50K,18254
12162,28,Private,Masters,14,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,2534
12163,29,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,16878
12164,32,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,13761
12165,34,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,16584
12166,52,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K,
12167,33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,94,United-States,<=50K,1169
12168,19,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K,16012
12169,41,Private,10th,6,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,<=50K,5255
12170,18,Self-emp-inc,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,30,India,<=50K,7186
12171,40,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,
12172,51,Self-emp-not-inc,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,0,0,60,United-States,>50K,
12173,49,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,10588
12174,20,State-gov,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,8539
12175,38,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,
12176,57,Private,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Cuba,<=50K,6718
12177,66,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,United-States,<=50K,17223
12178,27,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,<=50K,7749
12179,25,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,13165
12180,19,?,10th,6,Never-married,?,Unmarried,White,Female,0,0,35,United-States,<=50K,1900
12181,59,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,<=50K,4325
12182,25,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,15586
12183,37,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,El-Salvador,>50K,
12184,75,?,10th,6,Widowed,?,Other-relative,Asian-Pac-Islander,Female,0,0,1,China,<=50K,7530
12185,21,?,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,10158
12186,47,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
12187,32,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,13385
12188,28,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K,6028
12189,53,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,13139
12190,19,?,HS-grad,9,Never-married,?,Not-in-family,Other,Male,0,0,30,United-States,<=50K,4335
12191,58,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,36,United-States,<=50K,11247
12192,22,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,4669
12193,23,Private,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,2100
12194,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K,3507
12195,39,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States,<=50K,13705
12196,34,Local-gov,Bachelors,13,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,0,40,United-States,<=50K,1385
12197,41,Local-gov,Masters,14,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,0,40,United-States,<=50K,2197
12198,34,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K,
12199,32,Self-emp-not-inc,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,14246
12200,38,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,
12201,37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1501
12202,21,?,Some-college,10,Never-married,?,Own-child,Black,Male,0,0,20,United-States,<=50K,8175
12203,21,Private,Some-college,10,Never-married,"Prof-,specialty",Own-child,White,Female,0,0,10,United-States,<=50K,17785
12204,26,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,17082
12205,18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K,15245
12206,27,Private,11th,7,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K,24687
12207,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,Nicaragua,<=50K,20717
12208,36,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,
12209,31,?,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K,16690
12210,32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,
12211,54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,>50K,
12212,34,Local-gov,Masters,14,Widowed,"Prof-,specialty",Not-in-family,White,Female,0,0,40,United-States,<=50K,22531
12213,46,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K,
12214,33,Private,11th,7,Separated,Machine-op-inspct,Other-relative,White,Male,0,0,30,United-States,<=50K,22823
12215,42,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,24657
12216,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,23215
12217,37,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,
12218,28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,16424
12219,44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,
12220,40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,15273
12221,36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,24491
12222,21,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K,20434
12223,39,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,
12224,24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,39,United-States,<=50K,17241
12225,46,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,23946
12226,47,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,36,United-States,>50K,
12227,35,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,United-States,>50K,
12228,60,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,
12229,35,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,Poland,<=50K,21999
12230,33,Private,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,China,<=50K,20537
12231,21,Private,Assoc-acdm,12,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,0,40,United-States,<=50K,18243
12232,37,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K,
12233,48,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,50,United-States,>50K,
12234,58,Private,7th-8th,4,Widowed,Farming-fishing,Other-relative,White,Female,0,0,45,Guatemala,<=50K,22351
12235,21,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K,22700
12236,22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,22047
12237,22,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,24006
12238,28,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,>50K,
12239,23,Federal-gov,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,21447
12240,58,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K,
12241,24,?,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,17091
12242,38,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,18297
12243,49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,Mexico,<=50K,21035
12244,47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,
12245,21,Private,HS-grad,9,Never-married,"Prof-,specialty",Unmarried,White,Female,0,0,55,United-States,<=50K,17921
12246,55,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,22220
12247,47,Private,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,16648
12248,19,Private,HS-grad,9,Never-married,"Prof-,specialty",Not-in-family,White,Female,0,0,40,United-States,<=50K,18445
12249,47,Private,HS-grad,9,Never-married,Tech-support,Other-relative,White,Male,0,0,50,United-States,<=50K,19389
12250,36,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,16485
12251,42,Private,HS-grad,9,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,15747
12252,32,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,20244
12253,34,Private,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,17266
12254,33,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,19326
12255,60,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,
12256,53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,15175
12257,24,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K,22381
12258,23,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,24280
12259,36,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,23352
12260,26,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,19308
12261,38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K,
12262,22,Private,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,18,United-States,<=50K,23820
12263,39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,15984
12264,38,Local-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,45,United-States,<=50K,16858
12265,19,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,16,United-States,<=50K,24788
12266,26,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,45,United-States,<=50K,21035
